,n_loans,loan_amount,med_income,n_restaurants,tot_pop,pct_white_alone,pct_black,pct_amind,pct_asian,pct_hispanic,state,aland10,zip,pct_with_loan
653,8,558182.0,68395.0,19,3652.0,71.4,1.8,5.4,1.6,9.2,MA,11759091,02538,0.42105263157894735
657,6,831821.5,92557.0,15,4929.0,70.9,0.1,9.8,2.4,14.3,CA,319602016,93460,0.4
659,4,357270.0,97222.0,10,2681.0,96.4,0.2,0.0,0.0,0.0,MA,10012379,02556,0.4
661,25,1586670.52,60098.0,79,62937.0,70.5,0.8,0.7,0.8,25.7,UT,241340080,84404,0.31645569620253167
665,26,2105896.31,82045.0,30,4686.0,87.9,3.7,0.0,0.0,1.9,MA,18612829,02557,0.8666666666666667
666,2,147892.0,84398.0,5,301.0,100.0,0.0,0.0,0.0,0.0,MA,1591746,02561,0.4
669,4,293491.0,46622.0,6,1146.0,70.9,2.7,0.0,0.9,0.0,MA,3184647,02558,0.6666666666666666
672,30,2710937.0,87651.0,61,38335.0,13.1,2.7,0.1,47.9,11.1,HI,45526333,96782,0.4918032786885246
675,15,721578.9199999999,62688.0,41,44271.0,26.6,9.3,0.3,24.8,16.7,HI,212347333,96786,0.36585365853658536
676,28,2191926.5,98499.0,54,53734.0,15.8,2.2,0.1,44.8,10.4,HI,70653340,96789,0.5185185185185185
677,4,597735.0,78664.0,6,9776.0,50.6,0.2,0.2,11.4,8.9,HI,586785136,96790,0.6666666666666666
679,4,214575.9,72784.0,9,4059.0,97.4,1.1,0.0,0.0,0.5,MA,13041007,02559,0.4444444444444444
680,20,944197.5,64059.0,25,50127.0,9.1,1.1,0.3,12.0,18.8,HI,158049155,96792,0.8
681,40,2555603.0,81702.0,45,33074.0,18.6,1.2,0.2,28.5,11.8,HI,177903793,96793,0.8888888888888888
682,3,133463.0,86324.0,8,9988.0,9.2,0.5,0.1,15.0,9.7,HI,28889974,96795,0.375
683,6,434837.5,64500.0,9,1952.0,19.3,0.1,1.4,43.7,6.0,HI,119532951,96796,0.6666666666666666
684,50,2571005.5,90993.0,101,74262.0,6.2,1.3,0.0,62.7,7.7,HI,88894925,96797,0.49504950495049505
685,120,17509955.240000002,74355.0,140,25219.0,13.8,1.6,0.1,44.2,7.9,HI,8905843,96813,0.8571428571428571
686,23,2097698.2800000003,81914.0,36,8025.0,68.1,1.1,0.2,2.9,25.8,CA,78210877,93463,0.6388888888888888
687,3,92231.04000000001,84353.0,9,3052.0,92.3,0.9,0.0,2.3,2.8,MA,8730843,02562,0.3333333333333333
688,16,1831383.0,89375.0,31,9573.0,92.5,0.1,0.0,1.6,4.1,MA,34225434,02563,0.5161290322580645
689,1,115208.0,90313.0,3,247.0,81.0,13.8,0.0,5.3,0.0,MA,14886004,02564,0.3333333333333333
695,11,564810.0,55713.0,27,14676.0,85.9,3.1,0.6,1.0,7.4,NY,130587788,14063,0.4074074074074074
698,3,89867.55,54000.0,5,5328.0,93.6,1.2,0.3,0.8,2.7,NY,128203666,14067,0.6
699,5,213222.0,62308.0,22,19586.0,23.6,42.0,0.4,1.0,32.7,TX,15759272,75137,0.22727272727272727
700,3,87814.95,46942.0,9,7290.0,84.1,0.6,0.0,0.2,14.6,TX,290754443,75140,0.3333333333333333
701,1,150000.0,37969.0,6,5880.0,21.7,37.0,0.4,0.1,38.4,TX,29553664,75141,0.16666666666666666
702,14,861153.0,53931.0,26,19059.0,63.9,4.5,0.2,0.0,30.0,TX,449188099,75142,0.5384615384615384
703,8,299882.14,46288.0,21,14304.0,84.3,2.5,0.4,0.1,12.7,TX,460509022,75143,0.38095238095238093
704,2,79500.0,44233.0,3,3265.0,64.6,22.7,4.4,0.0,12.0,TX,444890012,75144,0.6666666666666666
705,12,553648.65,57346.0,31,18986.0,14.9,64.0,0.4,0.4,17.1,TX,86000675,75146,0.3870967741935484
706,5,199087.0,44559.0,19,7052.0,83.0,1.5,0.0,0.5,12.1,TX,242905657,75147,0.2631578947368421
707,3,117700.0,35267.0,9,6060.0,69.1,13.3,0.2,0.0,15.0,TX,226655771,75148,0.3333333333333333
708,15,1097044.5499999998,48441.0,73,54979.0,29.5,23.9,0.8,2.1,42.6,TX,41127109,75149,0.2054794520547945
710,1,82500.0,74727.0,3,1330.0,97.7,1.2,0.0,0.0,1.1,CO,108370649,80478,0.3333333333333333
713,7,489685.0,51382.0,20,19469.0,44.7,14.8,0.5,0.5,38.5,TX,156238105,75159,0.35
714,34,1664570.27,88428.0,61,21221.0,89.0,2.7,0.1,1.7,5.3,LA,76196095,70471,0.5573770491803278
715,1,26300.0,50250.0,3,1251.0,79.3,0.0,0.0,0.0,20.3,CO,3939433560,80480,0.3333333333333333
716,19,3244793.12,52439.0,128,62452.0,28.0,22.9,0.8,3.3,43.2,TX,33060719,75150,0.1484375
719,24,949170.0,75543.0,46,39949.0,43.1,26.4,1.3,0.5,26.9,TX,121751219,75154,0.5217391304347826
721,11,671745.5,47311.0,24,16108.0,88.3,2.1,0.7,0.4,7.5,TX,81082574,75156,0.4583333333333333
723,20,1241360.07,50819.0,58,25317.0,54.5,16.9,1.1,1.5,24.2,TX,310727473,75160,0.3448275862068966
724,18,1397139.04,66442.0,35,991.0,94.2,1.3,0.4,0.0,0.4,CO,336139408,80482,0.5142857142857142
726,30,3571593.2199999997,27345.0,62,31097.0,23.7,72.1,0.1,0.3,2.8,LA,40443143,70501,0.4838709677419355
728,8,353655.35,37594.0,24,29238.0,76.4,10.7,1.6,0.2,7.0,MI,48996053,48506,0.3333333333333333
729,4,522361.45,63542.0,5,2221.0,99.7,0.0,0.0,0.0,0.0,KY,93104976,42045,0.8
733,28,7359110.55,35746.0,98,30996.0,67.6,27.7,0.2,0.6,1.9,MI,53951249,48507,0.2857142857142857
736,16,978143.3300000001,54187.0,47,8144.0,82.7,11.3,0.1,3.8,1.1,WV,26484989,25304,0.3404255319148936
737,11,810926.5,84366.0,14,8914.0,86.4,0.3,2.2,0.4,8.5,CA,227988297,93465,0.7857142857142857
738,5,311871.0,32109.0,9,4861.0,35.7,22.3,2.0,0.4,40.1,CA,424393461,93501,0.5555555555555556
739,5,404470.0,47238.0,12,7262.0,86.4,7.6,0.0,0.9,2.2,MI,20003536,48519,0.4166666666666667
740,2,39629.85,30708.0,16,9936.0,77.7,12.0,0.1,0.2,5.2,MI,12790909,48529,0.125
743,10,736754.5,40989.0,38,20126.0,54.0,32.5,0.9,1.6,5.3,MI,39640186,48532,0.2631578947368421
746,1,22099.55,50156.0,4,1581.0,81.4,0.3,0.2,0.6,16.1,ME,62780698,04658,0.25
747,1,55200.0,88224.0,3,1084.0,97.8,0.5,0.0,0.0,0.0,ME,74735255,04660,0.3333333333333333
748,2,24926.23,48312.0,11,13606.0,34.4,26.8,2.0,3.9,31.4,CA,202610962,93505,0.18181818181818182
749,6,1364875.0,102563.0,14,7626.0,74.8,2.0,0.1,2.7,18.2,CA,186246215,93510,0.42857142857142855
751,46,6079550.08,75270.0,84,27097.0,89.9,3.5,0.2,1.7,3.0,OH,47409671,43537,0.5476190476190477
753,4,146463.22999999998,37189.0,14,12070.0,53.8,43.0,0.3,0.8,1.5,GA,1338919978,30467,0.2857142857142857
758,4,78970.0,52296.0,9,7785.0,93.3,0.1,0.4,1.2,4.2,OH,226335583,43543,0.4444444444444444
759,11,755300.0,57646.0,33,14182.0,89.5,1.0,0.4,0.2,8.5,OH,344708288,43545,0.3333333333333333
760,2,25715.0,30558.0,3,5085.0,61.4,29.9,0.0,1.2,5.8,GA,376315062,30471,0.6666666666666666
761,2,30400.0,41836.0,3,2445.0,74.4,17.3,0.0,0.4,5.0,GA,216960058,30473,0.6666666666666666
762,18,1899652.0,40835.0,47,16665.0,58.5,27.0,0.0,1.4,12.1,GA,361251740,30474,0.3829787234042553
766,5,485887.0,65555.0,22,12662.0,93.8,1.1,0.0,0.5,3.8,OH,215008824,43558,0.22727272727272727
767,24,1790454.05,85148.0,53,32275.0,87.7,2.8,0.0,3.4,3.7,OH,54113045,43560,0.4528301886792453
769,5,455452.0,84606.0,15,7926.0,89.3,1.9,0.2,3.1,2.5,OH,51053215,43566,0.3333333333333333
770,7,458600.0,57617.0,23,13247.0,83.9,0.2,0.2,0.8,13.6,OH,292789266,43567,0.30434782608695654
771,51,3142683.4299999997,50477.0,80,38644.0,69.4,1.6,1.4,0.9,24.2,UT,76407986,84401,0.6375
776,1,40600.0,57813.0,3,1692.0,53.4,0.5,21.5,1.1,19.5,CA,1666569734,93513,0.3333333333333333
777,17,1359351.48,57027.0,33,14412.0,66.1,0.6,11.0,1.9,20.0,CA,2889810684,93514,0.5151515151515151
778,1,13500.0,36613.0,7,5082.0,54.3,6.6,2.0,2.4,29.1,OK,13596140,73149,0.14285714285714285
783,45,10574635.17,63332.0,62,37828.0,73.1,1.6,0.4,1.3,20.1,UT,93233140,84403,0.7258064516129032
785,2,101702.22,58558.0,4,3660.0,86.3,0.0,0.4,1.9,1.8,AR,89176497,71964,0.5
786,58,2776610.2199999997,48618.0,57,33816.0,49.8,8.1,3.1,7.2,26.8,OK,31726835,73159,1.0175438596491229
788,21,1016820.0,70060.0,37,29747.0,70.2,11.5,1.4,7.3,4.2,OK,18031414,73162,0.5675675675675675
790,2,62779.32,60878.0,7,526.0,80.4,0.6,11.8,1.1,6.8,CA,1536346805,93517,0.2857142857142857
794,54,4662636.93,48810.0,82,41053.0,92.2,4.1,0.2,0.8,1.0,WV,245442303,26003,0.6585365853658537
795,21,1538997.0,72474.0,59,56645.0,39.2,4.6,0.6,0.9,54.4,TX,237445132,78640,0.3559322033898305
797,25,1209305.34,60821.0,83,66933.0,31.4,17.6,1.0,7.5,38.9,CA,42403699,94509,0.30120481927710846
798,22,1798063.46,98940.0,61,28262.0,63.6,5.8,0.2,11.5,13.2,CA,72087342,94510,0.36065573770491804
800,4,578736.0,143591.0,11,13476.0,73.7,2.2,0.9,6.3,10.8,CA,148308740,94517,0.36363636363636365
801,4,423397.0,93085.0,19,28428.0,53.8,3.6,0.4,10.3,26.7,CA,14090593,94518,0.21052631578947367
802,11,701426.75,85906.0,21,20121.0,53.1,2.3,0.5,12.5,25.5,CA,11363905,94519,0.5238095238095238
803,70,6755873.04,57252.0,171,38568.0,29.5,5.1,0.7,12.5,48.3,CA,25392999,94520,0.4093567251461988
804,18,1069767.4100000001,97011.0,53,43103.0,63.9,2.9,0.3,11.7,17.1,CA,33601243,94521,0.33962264150943394
805,52,7295301.63,109161.0,105,35096.0,64.3,2.1,0.1,14.0,13.8,CA,18743174,94523,0.49523809523809526
807,49,5081010.5,142426.0,93,32539.0,79.6,1.0,0.0,10.8,5.7,CA,38668299,94526,0.5268817204301075
809,30,3162858.0,99954.0,60,25754.0,48.0,5.3,0.9,27.4,11.5,CA,12496098,94530,0.5
810,14,702160.0,97104.0,39,43788.0,25.2,24.5,0.3,15.9,25.5,CA,28347933,94531,0.358974358974359
811,31,2076925.5,67442.0,129,75635.0,25.4,16.7,0.6,15.3,36.3,CA,55949555,94533,0.24031007751937986
812,30,4130182.78,110761.0,52,38444.0,44.9,8.8,0.3,22.0,16.9,CA,205016160,94534,0.5769230769230769
816,38,2696750.3899999997,103128.0,126,62991.0,54.2,7.5,0.8,10.4,22.0,CA,196333400,94513,0.30158730158730157
817,3,89309.0,68958.0,4,1461.0,58.8,2.8,4.2,1.5,35.4,CA,74357304,94514,0.75
818,12,1286306.88,84000.0,23,7436.0,58.6,0.4,1.3,4.4,34.5,CA,273626099,94515,0.5217391304347826
819,6,132450.0,51723.0,12,5835.0,71.5,0.1,0.2,0.1,28.2,MN,456518054,56081,0.5
820,9,534805.0,61860.0,18,14502.0,85.5,3.2,0.1,2.8,6.6,MN,321226130,56082,0.5
823,29,1223894.23,116609.0,66,73855.0,28.3,3.4,0.4,46.8,16.5,CA,37763465,94536,0.4393939393939394
824,119,28975548.1,106139.0,226,68111.0,19.8,3.9,0.6,52.1,19.1,CA,42661555,94538,0.5265486725663717
825,48,4039273.13,170358.0,94,52802.0,15.5,1.4,0.3,74.6,4.0,CA,65814586,94539,0.5106382978723404
826,43,3882636.9499999997,74552.0,112,66056.0,21.1,14.5,0.5,16.5,43.5,CA,19232211,94541,0.38392857142857145
829,7,238567.5,47148.0,13,8482.0,52.6,2.0,8.3,0.4,29.2,OK,597971727,73446,0.5384615384615384
831,3,156605.0,31523.0,11,3803.0,51.5,42.0,0.0,0.8,3.8,AR,467894569,72021,0.2727272727272727
832,33,2923595.66,48508.0,49,10043.0,83.1,0.5,3.0,1.9,10.1,UT,3800372346,84532,0.673469387755102
835,18,1956203.04,50275.0,13,13754.0,77.1,17.1,0.4,2.3,1.1,MS,220207543,39571,1.3846153846153846
838,4,178456.0,57556.0,10,10942.0,38.9,1.7,0.8,9.9,46.7,CA,294622845,95953,0.4
839,2,134849.0,47563.0,4,13495.0,82.5,0.0,1.3,0.7,9.6,CA,184098387,95954,0.5
843,19,1188681.0,60985.0,31,17910.0,86.5,0.9,0.2,1.1,6.7,CA,642097345,95959,0.6129032258064516
845,5,315189.0,52728.0,7,27728.0,48.0,2.5,1.9,7.2,35.3,CA,118565867,95961,0.7142857142857143
847,3,154810.0,47205.0,24,15043.0,54.5,0.1,1.6,1.3,42.8,CA,791775313,95963,0.125
848,11,610252.0,33561.0,43,20460.0,61.5,4.0,1.8,13.7,12.3,CA,829462897,95965,0.2558139534883721
849,8,871431.6699999999,44381.0,22,29367.0,67.7,1.0,3.0,6.6,14.7,CA,476763936,95966,0.36363636363636365
850,19,907702.49,64699.0,52,17042.0,79.7,15.3,0.0,1.5,1.9,AR,39364963,72022,0.36538461538461536
851,4,175989.5,49792.0,7,6295.0,64.9,3.9,5.2,0.7,21.8,OK,555180146,73448,0.5714285714285714
854,34,3190873.36,60807.0,57,37819.0,89.2,1.5,0.5,1.1,5.2,AR,243915668,72023,0.5964912280701754
857,79,8056029.01,45910.0,122,29629.0,37.8,15.0,0.2,1.1,45.4,GA,56763573,30501,0.6475409836065574
860,5,198219.25,31495.0,7,4609.0,70.4,2.7,5.1,0.0,7.6,OK,415511902,73460,0.7142857142857143
864,2,104300.0,38934.0,11,7198.0,94.0,0.4,0.9,0.3,2.7,AR,772129897,72031,0.18181818181818182
867,25,1481400.3,90661.0,43,29933.0,40.8,14.7,1.5,20.5,16.9,CA,8560760,94602,0.5813953488372093
868,3,131075.0,50742.0,13,34593.0,4.0,29.3,1.7,5.5,57.8,CA,8448622,94603,0.23076923076923078
869,10,578743.96,69087.0,24,43112.0,17.5,44.1,0.4,6.7,24.2,CA,23195148,94605,0.4166666666666667
871,19,1189848.11,82991.0,30,17893.0,89.1,2.7,0.4,2.0,4.7,MI,170116420,48820,0.6333333333333333
874,2,126710.0,60068.0,5,3017.0,95.7,0.6,0.0,0.6,2.9,IL,74563383,61858,0.4
875,40,1778451.75,53108.0,55,38303.0,20.4,18.4,1.5,36.0,20.4,CA,5924351,94606,0.7272727272727273
876,71,4899330.990000001,50149.0,171,26254.0,22.2,32.1,1.0,26.8,14.0,CA,15259815,94607,0.4152046783625731
877,1,18916.67,71500.0,9,6065.0,85.5,4.0,0.6,3.4,3.6,MI,54903153,48821,0.1111111111111111
878,6,356560.0,49067.0,20,26966.0,34.6,6.2,0.4,2.8,54.5,GA,42953908,30504,0.3
881,30,2248900.1399999997,26989.0,58,17511.0,93.1,1.5,0.4,0.0,3.2,KY,517424884,42501,0.5172413793103449
882,3,290250.0,53609.0,4,13318.0,93.0,2.6,1.0,0.8,1.5,MS,590069328,39574,0.75
883,68,5350956.119999999,45008.0,126,51230.0,73.1,6.8,0.2,12.3,4.9,MI,58027824,48823,0.5396825396825397
884,4,174067.0,47583.0,12,5790.0,78.7,15.4,0.2,0.7,2.8,MS,16817071,39576,0.3333333333333333
885,6,332053.5,47664.0,9,23669.0,92.5,0.9,0.1,1.8,3.3,KY,334933981,42503,0.6666666666666666
888,5,108606.0,62457.0,17,15953.0,93.7,1.5,0.2,0.8,3.1,MI,289216576,48827,0.29411764705882354
890,8,261743.43,38902.0,25,10699.0,67.8,27.6,0.3,0.0,2.5,MS,661975807,39577,0.32
891,1,150000.0,40141.0,7,3429.0,89.9,0.0,2.0,0.0,7.5,MI,169726927,48829,0.14285714285714285
893,8,338293.0,77060.0,20,44468.0,85.6,0.7,0.1,0.8,11.6,GA,260032407,30506,0.4
894,6,204539.95,50081.0,9,30076.0,39.3,12.8,0.2,3.0,44.5,GA,184007487,30507,0.6666666666666666
902,5,187909.0,43030.0,19,14296.0,63.5,19.9,0.1,2.3,10.9,IL,207862732,61866,0.2631578947368421
903,21,1576060.82,52571.0,71,23500.0,89.3,2.4,0.1,0.7,5.3,WI,64136940,53545,0.29577464788732394
909,7,214975.09999999998,38366.0,17,10792.0,39.4,40.5,1.8,1.4,17.4,MS,50906136,39581,0.4117647058823529
911,2,57326.119999999995,35183.0,12,9696.0,94.6,1.1,0.5,0.3,2.4,KY,548899876,42539,0.16666666666666666
